average_rating,track_inventory,allow_backorders,is_in_stock,digital_file_size,download_limit,download_expiry_days,weight,dimensions,gallery_images,category_id,is_featured,is_bestseller,total_sold,total_revenue,id,review_count,created_at,updated_at,published_at,sales_count,stock,is_digital,price,compare_at_price,cost_price,profit_margin,stock_quantity,low_stock_threshold,sku,name,slug,description,short_description,featured_image_url,file_path,video_url,gallery,tags,brand,status,image_url,category,product_type,digital_file_url,visibility,digital_file_type,meta_title,meta_description,meta_keywords,features
0,true,false,false,,,,8,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,750,0,0,0,0,3,176,Reinforcement bars Y-8,reinforcement-bars-y-8,Y-8 reinforcement steel bars,Reinforcement bars Y-8,,,,,"{""steel"", ""rebar"", ""construction""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Reinforcement bars Y-8,Medium reinforcement bars,"{""rebar"", ""steel"", ""construction""}","{""High tensile strength"", ""Corrosion resistant""}"
0,true,false,false,,,,5,"{""length"": 4, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,3000,0,0,0,0,2,18,Chain links 4 feet,chain-links-4-feet,4 feet chain links for fencing,Chain links 4 feet,,,,,"{""chain"", ""fencing"", ""security""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Chain links 4 feet,4 feet fencing chain links,"{""chain"", ""fencing"", ""security""}","{""Durable"", ""Rust resistant""}"
0,true,false,false,,,,6,"{""length"": 5, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,3500,0,0,0,0,2,19,Chain links 5 feet,chain-links-5-feet,5 feet chain links for fencing,Chain links 5 feet,,,,,"{""chain"", ""fencing"", ""security""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Chain links 5 feet,5 feet fencing chain links,"{""chain"", ""fencing"", ""security""}","{""Durable"", ""Rust resistant""}"
0,true,false,false,,,,7,"{""length"": 6, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,4000,0,0,0,0,2,20,Chain links 6 feet,chain-links-6-feet,6 feet chain links for fencing,Chain links 6 feet,,,,,"{""chain"", ""fencing"", ""security""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Chain links 6 feet,6 feet fencing chain links,"{""chain"", ""fencing"", ""security""}","{""Durable"", ""Rust resistant""}"
0,true,false,false,,,,2,"{""length"": 1, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,200,0,0,0,0,5,80,Hoop iron (Metres),hoop-iron-metres,Hoop iron by the metre,Hoop iron per metre,,,,,"{""iron"", ""hoop"", ""binding""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Hoop iron (Metres),Hoop iron sold by metre,"{""hoop iron"", ""binding"", ""metal""}","{""Flexible"", ""Strong""}"
0,true,false,false,,,,20,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,2500,0,0,0,0,2,88,Hoop iron (Roll),hoop-iron-roll,Hoop iron in roll form,Hoop iron roll,,,,,"{""iron"", ""hoop"", ""binding""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Hoop iron (Roll),Complete hoop iron roll,"{""hoop iron"", ""binding"", ""metal""}","{""Flexible"", ""Strong""}"
0,true,false,false,,,,15,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1100,0,0,0,0,2,98,Mesh wire H- gauge,mesh-wire-h-gauge,Heavy gauge mesh wire,Mesh wire H-gauge,,,,,"{""mesh"", ""wire"", ""fencing""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Mesh wire H- gauge,Heavy gauge mesh wire,"{""mesh"", ""wire"", ""fencing""}","{""Strong"", ""Durable""}"
0,true,false,false,,,,8,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,600,0,0,0,0,2,99,Mesh wire L - gauge,mesh-wire-l-gauge,Light gauge mesh wire,Mesh wire L-gauge,,,,,"{""mesh"", ""wire"", ""fencing""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Mesh wire L - gauge,Light gauge mesh wire,"{""mesh"", ""wire"", ""fencing""}","{""Lightweight"", ""Flexible""}"
0,true,false,false,,,,12,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,850,0,0,0,0,2,100,Mesh wire M-gauge,mesh-wire-m-gauge,Medium gauge mesh wire,Mesh wire M-gauge,,,,,"{""mesh"", ""wire"", ""fencing""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Mesh wire M-gauge,Medium gauge mesh wire,"{""mesh"", ""wire"", ""fencing""}","{""Balanced strength"", ""Versatile""}"
0,true,false,false,,,,25,"{""length"": 480, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,4500,0,0,0,0,2,104,Mitra Barbed wire 480mtrs,mitra-barbed-wire-480mtrs,480 metres barbed wire,Barbed wire 480m,,,,,Mitra,"{""barbed wire"", ""fencing"", ""security""}",Out of Stock,,Steel & Reinforcement,Product,,published,,Mitra Barbed wire 480mtrs,480m barbed wire roll,"{""barbed wire"", ""fencing"", ""security""}","{""Security"", ""Deterrent""}"
0,true,false,false,,,,30,"{""length"": 610, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,5500,0,0,0,0,2,111,Mitra Barbed wire 610mtrs,mitra-barbed-wire-610mtrs,610 metres barbed wire,Barbed wire 610m,,,,,Mitra,"{""barbed wire"", ""fencing"", ""security""}",Out of Stock,,Steel & Reinforcement,Product,,published,,Mitra Barbed wire 610mtrs,610m barbed wire roll,"{""barbed wire"", ""fencing"", ""security""}","{""Security"", ""Deterrent""}"
0,true,false,false,,,,5,"{""length"": 0, ""width"": 1.5, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,650,0,0,0,0,3,65,Flats Bar 1.5",flats-bar-1-5,1.5 inch flat steel bar,Flats Bar 1.5",,,,,,"{""steel"", ""bar"", ""metal""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Flats Bar 1.5",1.5 inch flat steel bar,"{""steel bar"", ""flat bar"", ""metal""}","{""Strong"", ""Versatile""}"
0,true,false,false,,,,4,"{""length"": 0, ""width"": 1, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,450,0,0,0,0,3,66,Flats Bar 1',flats-bar-1,1 inch flat steel bar,Flats Bar 1',,,,,,"{""steel"", ""bar"", ""metal""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Flats Bar 1',1 inch flat steel bar,"{""steel bar"", ""flat bar"", ""metal""}","{""Strong"", ""Versatile""}"
0,true,false,false,,,,3,"{""length"": 0, ""width"": 0.75, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,300,0,0,0,0,3,67,Flats Bar 3/4",flats-bar-3-4,3/4 inch flat steel bar,Flats Bar 3/4",,,,,,"{""steel"", ""bar"", ""metal""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Flats Bar 3/4",3/4 inch flat steel bar,"{""steel bar"", ""flat bar"", ""metal""}","{""Strong"", ""Versatile""}"
0,true,false,false,,,,5,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,3500,0,0,0,0,3,9,Binding wire,binding-wire,Binding wire for construction,Binding wire,,,,,"{""wire"", ""binding"", ""construction""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Binding wire,Construction binding wire,"{""binding wire"", ""construction"", ""tying""}","{""Flexible"", ""Strong""}"
0,true,false,false,,,,3,"{""length"": 3, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1800,0,0,0,0,2,22,Chicken wire 3 feet,chicken-wire-3-feet,3 feet chicken wire,Chicken wire 3 feet,,,,,"{""chicken wire"", ""fencing"", ""poultry""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Chicken wire 3 feet,3 feet chicken wire,"{""chicken wire"", ""fencing"", ""poultry""}","{""Protective"", ""Durable""}"
0,true,false,false,,,,2,"{""length"": 3, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,3,23,Chicken wire 3 feet (M),chicken-wire-3-feet-m,3 feet medium chicken wire,Chicken wire 3 feet (M),,,,,,"{""chicken wire"", ""fencing"", ""poultry""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Chicken wire 3 feet (M),Medium gauge chicken wire,"{""chicken wire"", ""fencing"", ""poultry""}","{""Protective"", ""Durable""}"
0,true,false,false,,,,1,"{""length"": 1, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,5,75,Green gauze wire (Meters),green-gauze-wire-meters,Green gauze wire by metre,Green gauze wire per metre,,,,,"{""gauze"", ""wire"", ""mesh""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Green gauze wire (Meters),Green gauze wire sold by metre,"{""gauze wire"", ""mesh"", ""green""}","{""Flexible"", ""Decorative""}"
0,true,false,false,,,,20,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,2500,0,0,0,0,2,76,Green gauze wire Roll,green-gauze-wire-roll,Green gauze wire in roll,Green gauze wire roll,,,,,"{""gauze"", ""wire"", ""mesh""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Green gauze wire Roll,Complete gauze wire roll,"{""gauze wire"", ""mesh"", ""green""}","{""Flexible"", ""Decorative""}"
0,true,false,false,,,,3,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,350,0,0,0,0,1,28,Coffetry wire mesh,coffetry-wire-mesh,Coffetry wire mesh,Coffetry wire mesh,,,,,"{""wire mesh"", ""coffetry"", ""construction""}",,Out of Stock,,Steel & Reinforcement,Product,,published,,Coffetry wire mesh,Coffetry construction wire mesh,"{""wire mesh"", ""coffetry"", ""construction""}","{""Strong"", ""Supportive""}"
0,true,false,false,,,,8,"{""length"": 2, ""width"": 1, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,800,0,0,0,0,3,96,Maisha iron sheets 2m,maisha-iron-sheets-2m,2m Maisha iron sheets,Maisha sheets 2m,,,,,Maisha,"{""iron sheets"", ""roofing"", ""maisha""}",Out of Stock,,Roofing Materials,Product,,published,,Maisha iron sheets 2m,2m Maisha roofing sheets,"{""maisha"", ""iron sheets"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,10,"{""length"": 2.5, ""width"": 1, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1000,0,0,0,0,3,95,Maisha Iron sheet 2.5m,maisha-iron-sheet-2-5m,2.5m Maisha iron sheets,Maisha sheets 2.5m,,,,,Maisha,"{""iron sheets"", ""roofing"", ""maisha""}",Out of Stock,,Roofing Materials,Product,,published,,Maisha Iron sheet 2.5m,2.5m Maisha roofing sheets,"{""maisha"", ""iron sheets"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,12,"{""length"": 3, ""width"": 1, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1200,0,0,0,0,3,105,Maisha iron sheets 3m,maisha-iron-sheets-3m,3m Maisha iron sheets,Maisha sheets 3m,,,,,Maisha,"{""iron sheets"", ""roofing"", ""maisha""}",Out of Stock,,Roofing Materials,Product,,published,,Maisha iron sheets 3m,3m Maisha roofing sheets,"{""maisha"", ""iron sheets"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,3,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,280,0,0,0,0,5,107,Maisha Ridges,maisha-ridges,Maisha roof ridges,Maisha ridges,,,,,Maisha,"{""ridges"", ""roofing"", ""maisha""}",Out of Stock,,Roofing Materials,Product,,published,,Maisha Ridges,Maisha roofing ridges,"{""maisha"", ""ridges"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,8,"{""length"": 2, ""width"": 1, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,900,0,0,0,0,3,50,Dumu-Zas sheets 2m,dumu-zas-sheets-2m,2m Dumu-Zas iron sheets,Dumu-Zas sheets 2m,,,,,Dumu-Zas,"{""iron sheets"", ""roofing"", ""dumu-zas""}",Out of Stock,,Roofing Materials,Product,,published,,Dumu-Zas sheets 2m,2m Dumu-Zas roofing sheets,"{""dumu-zas"", ""iron sheets"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,10,"{""length"": 2.5, ""width"": 1, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1150,0,0,0,0,3,51,Dumu-Zas sheets 2.5m,dumu-zas-sheets-2-5m,2.5m Dumu-Zas iron sheets,Dumu-Zas sheets 2.5m,,,,,Dumu-Zas,"{""iron sheets"", ""roofing"", ""dumu-zas""}",Out of Stock,,Roofing Materials,Product,,published,,Dumu-Zas sheets 2.5m,2.5m Dumu-Zas roofing sheets,"{""dumu-zas"", ""iron sheets"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,12,"{""length"": 3, ""width"": 1, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1350,0,0,0,0,3,52,Dumu-Zas sheets 3m,dumu-zas-sheets-3m,3m Dumu-Zas iron sheets,Dumu-Zas sheets 3m,,,,,Dumu-Zas,"{""iron sheets"", ""roofing"", ""dumu-zas""}",Out of Stock,,Roofing Materials,Product,,published,,Dumu-Zas sheets 3m,3m Dumu-Zas roofing sheets,"{""dumu-zas"", ""iron sheets"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,3,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,350,0,0,0,0,5,49,Dumu Zas Ridges,dumu-zas-ridges,Dumu-Zas roof ridges,Dumu-Zas ridges,,,,,Dumu-Zas,"{""ridges"", ""roofing"", ""dumu-zas""}",Out of Stock,,Roofing Materials,Product,,published,,Dumu Zas Ridges,Dumu-Zas roofing ridges,"{""dumu-zas"", ""ridges"", ""roofing""}","{""Weather resistant"", ""Durable""}"
0,true,false,false,,,,1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,280,0,0,0,0,10,177,Roofing nails,roofing-nails,Roofing nails for iron sheets,Roofing nails,,,,,"{""nails"", ""roofing"", ""fasteners""}",,Out of Stock,,Roofing Materials,Product,,published,,Roofing nails,Roofing installation nails,"{""roofing nails"", ""fasteners"", ""construction""}","{""Galvanized"", ""Rust resistant""}"
0,true,false,false,,,,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,100,0,0,0,0,10,154,Roofing washers polythene,roofing-washers-polythene,Polythene roofing washers,Roofing washers,,,,,"{""washers"", ""roofing"", ""polythene""}",,Out of Stock,,Roofing Materials,Product,,published,,Roofing washers polythene,Polythene roofing washers,"{""roofing washers"", ""polythene"", ""sealing""}","{""Waterproof"", ""Durable""}"
0,true,false,false,,,,2,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,100,0,0,0,0,10,186,Ventilations premium,ventilations-premium,Premium roof ventilations,Roof ventilations,,,,,"{""ventilation"", ""roofing"", ""airflow""}",,Out of Stock,,Roofing Materials,Product,,published,,Ventilations premium,Premium roof ventilation,"{""ventilation"", ""roofing"", ""airflow""}","{""Improves airflow"", ""Weather resistant""}"
0,true,false,false,,,,25,"{""length"": 1.5, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,300,0,0,0,0,10,16,Ceiling nails (25kg) (1 1/2"),ceiling-nails-25kg-1-1-2,1.5 inch ceiling nails,25kg ceiling nails,,,,,"{""nails"", ""ceiling"", ""fasteners""}",,Out of Stock,,Roofing Materials,Product,,published,,Ceiling nails (25kg) (1 1/2"),1.5 inch ceiling nails,"{""ceiling nails"", ""fasteners"", ""construction""}","{""Galvanized"", ""Strong""}"
0,true,false,false,,,,25,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,300,0,0,0,0,5,185,U-nails (25kg),u-nails-25kg,25kg U-nails for roofing,U-nails 25kg,,,,,"{""u-nails"", ""roofing"", ""fasteners""}",,Out of Stock,,Roofing Materials,Product,,published,,U-nails (25kg),25kg U-nails for roofing,"{""u-nails"", ""roofing"", ""fasteners""}","{""Galvanized"", ""Rust resistant""}"
0,true,false,false,,,,1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,350,0,0,0,0,5,10,Black oxide,black-oxide,Black oxide paint,Black oxide,,,,,"{""paint"", ""oxide"", ""black""}",,Out of Stock,,Finishes & Paints,Product,,published,,Black oxide,Black oxide paint,"{""black oxide"", ""paint"", ""finish""}","{""Rust resistant"", ""Durable finish""}"
0,true,false,false,,,,1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,350,0,0,0,0,5,71,Grey oxide,grey-oxide,Grey oxide paint,Grey oxide,,,,,"{""paint"", ""oxide"", ""grey""}",,Out of Stock,,Finishes & Paints,Product,,published,,Grey oxide,Grey oxide paint,"{""grey oxide"", ""paint"", ""finish""}","{""Rust resistant"", ""Durable finish""}"
0,true,false,false,,,,1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,350,0,0,0,0,5,79,Green oxide,green-oxide,Green oxide paint,Green oxide,,,,,"{""paint"", ""oxide"", ""green""}",,Out of Stock,,Finishes & Paints,Product,,published,,Green oxide,Green oxide paint,"{""green oxide"", ""paint"", ""finish""}","{""Rust resistant"", ""Durable finish""}"
0,true,false,false,,,,1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,350,0,0,0,0,5,146,Red-oxide,red-oxide,Red oxide paint,Red oxide,,,,,"{""paint"", ""oxide"", ""red""}",,Out of Stock,,Finishes & Paints,Product,,published,,Red-oxide,Red oxide paint,"{""red oxide"", ""paint"", ""finish""}","{""Rust resistant"", ""Durable finish""}"
0,true,false,false,,,,1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,950,0,0,0,0,3,200,Wood preservative,wood-preservative,Wood preservative treatment,Wood preservative,,,,,"{""wood"", ""preservative"", ""treatment""}",,Out of Stock,,Finishes & Paints,Product,,published,,Wood preservative,Wood protection preservative,"{""wood preservative"", ""treatment"", ""protection""}","{""Water resistant"", ""Insect repellent""}"
0,true,false,false,,,,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,0,0,0,0,0,3,125,Paint brushes (S10) 1",paint-brushes-s10-1,1 inch S10 paint brush,Paint brush 1",,,,,,S10,"{""paint brush"", ""brushes"", ""painting""}",Out of Stock,,Finishes & Paints,Product,,published,,Paint brushes (S10) 1",1 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}"
0,true,false,false,,,,0.3,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,0,0,0,0,0,3,126,Paint brushes (S10) 2",paint-brushes-s10-2,2 inch S10 paint brush,Paint brush 2",,,,,,S10,"{""paint brush"", ""brushes"", ""painting""}",Out of Stock,,Finishes & Paints,Product,,published,,Paint brushes (S10) 2",2 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}"
0,true,false,false,,,,0.4,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,0,0,0,0,0,3,128,Paint brushes (S10) 3",paint-brushes-s10-3,3 inch S10 paint brush,Paint brush 3",,,,,,S10,"{""paint brush"", ""brushes"", ""painting""}",Out of Stock,,Finishes & Paints,Product,,published,,Paint brushes (S10) 3",3 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}"
0,true,false,false,,,,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,0,0,0,0,0,3,131,Paint brushes (S10) 4",paint-brushes-s10-4,4 inch S10 paint brush,Paint brush 4",,,,,,S10,"{""paint brush"", ""brushes"", ""painting""}",Out of Stock,,Finishes & Paints,Product,,published,,Paint brushes (S10) 4",4 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}"
